Name,id_Number,row_Number,seat_Number,auditorium_Number
Fred Wolf,26775196409026091,43,11,3
Freda Marshall,60270197810247678,50,50,5
Freda Phillips,18473193806015318,17,61,4
Freda Robillard,94488199112129857,43,50,2
Freda Seltzer,13460200404162393,26,39,2
Freda Simmons,38051198811184350,3,48,4
Freda Tecuanhuey,45137193812103108,54,16,6
Freddie Bittner,83747193205061221,45,25,6
Freddie Campbell,98046197406018116,31,56,6
Freddie Cook,15627201805231733,35,64,4
Freddie Lackey,93471198406116525,56,15,3
Freddie Muldowney,92890199601179866,28,38,1
Freddie Seales,90234198307061877,12,51,6
Freddy Carr,63615198910236064,39,18,5
Freddy Forte,38430193706127561,12,61,5
Frederic Friedrich,48045198106189934,57,16,2
Frederick Cooper,53833198308283598,51,50,2
Frederick Green,58152198905113485,59,55,3
Frederick Hail,55328199706143468,33,14,5
Frederick Kent,37173194312175743,3,48,6
Frederick Lattimore,80935200901082229,46,11,4
Frederick Long,16405199609021083,19,11,4
Frederick Mansfield,78502195212172377,37,26,1
Frederick Maynard,79208199010259707,22,54,6
Frederick Moody,55556201909166897,53,51,6
Frederick Payne,82201196205147565,4,25,6
Frederick Rosas,33520193208166082,26,1,3
Frederick Smith,75783198701184915,10,26,2
Frederick Toler,69409198808163335,4,46,4
Frederick Upshaw,42054201002235744,32,19,6
Frederick Williams,33554197803114875,29,38,6
Fredericka Wheeler,97753197205084631,44,62,4
Fredia Atkins,20921195003304344,33,43,5
Fredrick Peck,71068196908064405,27,29,6
Freeman Foster,92381197108138012,32,12,6
Freeman Ruby,14931199401116257,36,7,6
Frieda Stiles,31266193705125667,47,37,6
Gabriel Bauer,90955196509177409,50,11,1
Gabriel Durst,19684201108222370,6,47,3
Gabriel Emrick,18539202001123990,29,7,4
Gabriel Haring,97195195804212191,38,19,4
Gabriel Mccauley,27602194204152457,60,32,2
Gabriel Reiff,65312199005019053,2,46,5
Gabriel Smith,81247193311152217,50,23,1
Gabriella Behr,96245196201225259,47,50,6
Gabrielle Renfro,17461198405276279,19,55,2
Gabrielle Sitton,59882196602231573,6,58,2
Gail Alves,67873195901134021,36,40,6
Gail Anderson,41375196801146385,23,11,5
Gail Bergeron,31719193507208080,10,18,3
Gail Cohn,98991199207311000,44,57,4
Gail Crowley,84090193111186139,8,3,5
Gail Desai,60372196511302882,10,9,2
Gail Earls,29778199910051894,7,20,3
Gail Hacher,18110197508133219,49,35,3
Gail Hernandez,38878194612033276,15,39,5
Gail Koopman,53919198802232135,32,21,5
Gail Mims,31186195112091820,49,41,4
Gail Mock,48724199107031853,49,53,5
Gail Pothier,24424197303042282,53,32,1
Gail Reeves,88775199510064971,22,12,1
Gail Robinson,45138196103143522,4,45,2
Gail Vanderlinde,64952195908299663,5,30,2
Gail Yeomans,94648200606304211,35,36,2
Galen Lawler,90149198501295236,59,11,6
Garret Leyh,12322195108245944,34,39,2
Garrett Gayle,59135197801293929,19,25,6
Garrett Lovick,95618194801267248,33,26,2
Garrett Rivera,91352201707039651,49,23,6
Garry Acosta,51574198710285214,17,49,5
Garry Beltrame,65135199201212927,58,41,2
Garry Regalado,55478196901094372,23,57,4
Gary Acklin,82782196605032528,29,22,5
Gary Allen,87702197210058388,4,24,4
Gary Armstead,45048197906222772,7,11,3
Gary Arredondo,96546200803043157,18,1,2
Gary Basbas,70249195410235865,48,39,4
Gary Boles,28646198601193449,40,34,1
Gary Brooks,50672197107136217,2,53,6
Gary Brunette,43796200707107090,32,17,3
Gary Carr,22358196207035496,23,31,3
Gary Carroll,22317196108238462,20,52,4
Gary Chan,18740200509119923,8,2,1
Gary Coggan,39493199909092684,41,4,1
Gary Crager,30772194908069419,19,4,2
Gary Deldonno,18882195904057296,39,14,1
Gary Dellinger,47606196706283073,57,5,4
Gary Downey,55365197703261343,24,50,4
Gary Dunkin,56322195705298008,35,6,1
Gary Engelbrecht,80413193908244127,47,6,4
Gary Fox,41886201603021471,22,34,4
Gary Fulford,59079194101093846,6,47,6
Gary Fulton,24080194204304238,28,27,6
Gary Gardner,17966195201225577,10,47,6
Gary Giron,49622193709052906,46,21,6
Gary Glasper,20751200304037463,57,12,2
Gary Goodsell,33010198601031175,49,12,4
Gary Goodson,22690193706091306,40,27,6
Gary Graves,78998200010171863,1,20,6
Gary Greenway,42188200203207085,3,21,4
Gary Griffith,11735198204092365,3,54,2
Gary Griffith,99574201604172357,60,5,6
Gary Hill,83511194004113363,7,21,3
Gary Hoffman,69369201203234018,10,34,4
Gary Hughes,28765196306066376,42,60,2
Gary James,29936201208301916,46,19,3
Gary Johnson,27434198710042430,8,28,5
Gary Jones,88157201403182718,37,21,2
Gary Lang,51736196810238955,15,17,5
Gary Langel,57545200210299329,5,42,1
Gary Lanier,46035196411061290,41,19,4
Gary Lee,25955195911168306,11,46,4
Gary Mannino,78950196706137193,38,17,2
Gary Mayhall,76563201103194905,44,17,2
Gary Miles,99669200803198527,34,32,3
Gary Monroe,39744195005056184,20,48,3
Gary Muniz,28926200802136119,49,5,5
Gary Neel,30328195906136494,43,8,1
Gary Obrien,95436200706131875,15,25,1
Gary Persaud,46363200010011801,7,29,1
Gary Plummer,16605200212278101,25,25,5
Gary Reese,53331194408241897,1,33,4
Gary Romero,50021196009303405,7,61,2
Gary Rose,29865194509093803,24,17,4
Gary Salgado,44353201206125286,17,30,1
Gary Schall,69222195101184648,27,34,4
Gary Scherman,18104200707278484,34,32,1
Gary Simms,77749196510056075,51,58,4
Gary Small,48084196009144330,3,9,3
Gary Smith,46135201205307209,58,46,2
Gary Smith,56992194607166432,49,16,5
Gary Sparks,49740198410175167,9,19,4
Gary Stassi,85312194007091493,53,2,2
Gary Thompson,52402200106107914,22,44,4
Gary Trias,59494199509273653,18,52,4
Gary Villeda,31598199503096238,6,17,6
Gary Walls,22795198406243574,31,21,5
Gary Whitaker,85982194412134127,18,49,5
Gary Wilson,64076193812319131,59,52,4
Gary Windley,12200200710284643,43,6,5
Gary Winston,90735200207224791,13,2,5
Gavin Corbisiero,26691198411196545,2,10,3
Gay Hansen,15686196710069164,47,28,4
Gaye Birnbaum,37364198804273669,44,52,4
Gayla Adam,72165193807089058,42,57,5
Gayla Eisinger,93222198105231599,54,15,1
Gayla Sawyer,46590200708242478,18,14,5
Gayle Landingham,45127193805117289,55,27,3
Gayle Leeper,98556198003262535,44,4,5
Gayle Phelps,18835198312128837,23,32,4
Gayle Warkentin,19393198905221474,7,33,6
Gayle Williamson,93669201603287870,33,59,5
Gayle Willingham,83552196505287242,22,31,6
Gaylord Kearns,32455196503311493,39,18,4
Gemma Penn,69318194209296959,4,57,2
Genaro Duncan,79437199011225174,55,34,4
Gene Bowens,63800200704223744,34,13,3
Gene Burris,25908198903013504,46,53,2
Gene Conover,82476197707277010,46,23,2
Gene Hamilton,26699196407317667,39,39,4
Gene Martin,81955200912019510,5,2,6
Gene Mendoza,27476196612129040,45,7,4
Gene Namm,62956196602043533,22,11,6
Geneva Cardoso,22645196109083524,7,7,5
Geneva Hovey,44052198803177249,47,30,6
Geneva Johnson,86857195712025908,26,48,2
Geneva Luciano,99407197007033666,44,22,6
Geneva Mashaw,19893201309276039,54,8,6
Geneva Miller,96294200907146116,27,33,4
Geneva Thompson,47813199603173122,56,17,3
Genevieve Jayne,15176200301276358,4,22,1
Genevieve Lemmon,80713200909212544,3,51,6
Genoveva Enstrom,90328195504104227,21,11,3
Geoffrey Cline,32732196103248630,1,5,5
Geoffrey Dalke,66658194010021142,50,51,6
Geoffrey Galloway,18058194410228889,49,7,6
Geoffrey Sullivan,80572197003013619,36,7,4
George Ackerman,92795199307191931,48,4,4
George Adams,64496197211047425,42,51,4
George Albright,20510201712154531,5,50,3
George Alexander,47332201401058671,50,63,4
George Archer,69176199712087049,59,42,3
George Arenas,97483201403085562,27,62,2
George Arias,21182196502112525,38,4,4
George Armstrong,71785193107184853,24,17,1
George Bak,32490197511203558,35,13,2
George Barrett,66224201606102158,1,34,3
George Bottone,91643199202271883,16,19,4
George Brandt,74594201204084324,56,29,1
George Brown,14970198701061187,45,19,6
George Bryant,56063200703183958,26,40,4
George Bubar,53250199409142880,11,23,3
George Burley,35385195105303041,13,53,6
George Campbell,90388198906207133,25,53,4
George Carver,16189198407143245,50,7,5
George Chapman,64092201312287548,50,42,2
George Chauarria,18712198911233654,54,49,4
George Coleman,33415198810319708,41,57,6
George Conner,93255201312042843,63,39,2
George Connor,39098200504031766,47,37,1
George Cowley,41783197606084907,16,29,5
George Crook,65850193204229084,48,11,5
George Curtis,22568196711223915,13,31,3
George Dolecki,28137202005211924,11,22,5
George Donovan,93155200704242795,1,58,2
George Elrod,48534201112305625,13,20,3
George England,92823200604076500,27,22,2
George Ezell,39733200809047526,35,30,3
George Ferrell,13445197909252073,37,18,2
George Folks,41271196503029734,49,46,4
George Frierson,79485193608104043,20,51,6
George Gay,69989199803075408,32,31,5
George Gee,90096193801203542,14,25,5
George George,76713194905031526,32,35,1
George Gibson,65263198501023254,17,15,6
George Gore,76406194303222261,47,49,4
George Gray,91900194703046772,64,25,2
George Hackett,12121199009285033,3,28,3
George Hackworth,45452195202291150,61,3,2
George Hall,51108194208281482,22,3,5
George Hampton,93823194603142301,17,60,5
George Harjo,50929201912063705,24,8,3
George Hathcock,48082200307307967,11,37,2
George Herman,82613199906036189,40,46,6
George Holt,24866197904138199,47,26,1
George Hoover,71009198109073620,39,7,2
George Hottel,61621197103203058,24,31,5
George Houston,87836193212069721,19,3,3
George Jacocks,66515200607131123,43,59,5
George Johnson,48690201201149757,21,3,1
George Judge,54144199601077120,45,11,1
George Keenan,83777196104183205,38,8,3
George Kilberg,97696194104143548,15,56,3
George Kollross,40355197301288351,21,35,4
George Koziel,61825194504246534,4,35,3
George Lara,48220193812146043,12,50,2
George Lorentz,91138196407032529,8,30,1
George Lucas,42606201107085233,37,40,2
George Luksa,31695198110251750,46,29,1
George Luskey,22357201907179935,38,30,4
George Martin,14979196812233785,36,23,2
George Mcintosh,71615200105223078,39,23,2
George Mclaren,29919196810046963,17,29,2
George Messenger,49870194709202961,7,64,4
George Miller,73366200607137567,28,46,5
George Miller,27617195106018725,16,10,6
George Moore,58267195901146205,46,27,6
George Morin,38688194502158752,30,49,5
George Newton,86795200310123044,50,2,6
George Payne,67200196512263344,6,15,1
George Payne,53194194504289612,7,34,5
George Picciano,13840195604206435,1,6,1
George Potter,22172194808037885,46,14,4
George Powell,11646193307297264,54,45,6
George Purvis,72261197808259799,6,25,4
George Reed,96226201406242004,53,3,6
George Revilla,20511199004176734,21,55,4
George Richardson,28902198106043130,31,36,1
George Rippeon,81548198509091052,25,30,1
George Robinson,32261195701117978,45,50,3
George Robles,49814197003312281,30,34,5
George Romero,17718199212301545,22,2,6
George Salazar,77936198806184728,16,9,6
George Sanchez,66251201403035608,29,54,2
George Sandoval,89951196204305250,6,45,1
George Santos,36833200412102464,21,22,1
George Simon,39454201310176437,6,10,4
George Smith,47693194202079232,9,6,4
George Summers,24679194504261292,11,56,4
George Tate,17756196209203622,4,58,2
George Thompson,59045200606078113,62,36,4
George Turner,48025197307311007,27,18,1
George Vanderburg,60551194406086953,27,53,5
George Walker,28285194701269265,23,1,2
George Williams,62937201903237729,49,58,5
George Wilson,43418200605178095,8,19,4
George Yates,94672201310209689,38,18,5
Georgette Bustamante,11356196506106660,30,21,4
Georgia Cox,57545199310051364,3,48,5
Georgia Fortner,53160195910141278,61,30,6
Georgia Lawrence,23899198210034557,8,16,3
Georgia Linn,26735197610274786,50,34,1
Georgia Montes,52380199512313336,25,32,4
Georgia Oneil,11357200108117633,5,28,5
Georgia Piles,50016193911261171,13,62,2
Georgia Valles,63217193303282104,44,45,2
Georgie Burroughs,19989194703285528,1,40,6
Georgina Fletcher,79891201710203432,49,3,6
Georgina Freeman,73323197304205916,34,23,5
Georgine Fowler,93152193908212608,19,36,4
Gerald Andrus,84697195103047430,3,30,3
Gerald Beck,73873198710088263,19,24,5
Gerald Burns,67422197005065661,51,18,1
Gerald Cavender,81478196404068300,26,3,4
Gerald Concepcion,15031197104127371,34,23,3
Gerald Curran,50110197207196038,29,49,3
Gerald Currie,70210197904039478,1,11,1
Gerald Frappier,29757196009021103,61,36,2
Gerald Grace,59820201802074116,47,17,6
Gerald Green,37138199301295771,18,7,6
Gerald Hames,15874195601102555,51,30,1
Gerald Hathaway,41480200810147646,33,4,2
Gerald Hilton,36018198510074455,28,36,1
Gerald Hoefert,65634201611075686,31,22,4
Gerald Ingalls,60722200305179981,2,8,1
Gerald Jones,29349198208126680,45,47,6
Gerald Marks,54003194906298265,44,11,3
Gerald Paschal,44047193010265849,30,17,2
Gerald Reyna,50435198410096083,12,2,6
Gerald Richmond,40540200311236632,21,43,4
Gerald Rockwell,70229199905132508,30,46,6
Gerald Roll,18093201803281275,13,14,6
Gerald Ross,63714197505082633,9,48,5
Gerald Stewart,66283200403077056,2,32,4
Gerald Stone,96420200006283053,24,41,3
Gerald Welch,59604197602299193,10,34,6
Geraldine Avery,65250194504134916,17,11,3
Geraldine Duvall,71604193011194803,54,8,4
Geraldine Gray,65642200101274352,51,1,4
Geraldine Hairston,85895196311213393,20,39,4
Geraldine Isbell,90176195401219304,38,38,5
Geraldine Jacobsma,82602198706258525,30,18,1
Geraldine Lawyer,39947197312086721,21,13,1
Geraldine Lederer,10557193710244512,1,32,2
Geraldine Matt,15780195506025869,49,46,2
Geraldine Mcmanus,33755200604212201,32,11,6
Geraldine Nichols,71291193005036780,46,3,3
Geraldine Poissant,74617193508201253,1,15,2
Geraldine Sims,75432193105138525,54,49,3
Geraldine Surrett,70550196710055301,7,43,5
Geraldo Hernandez,26572194301216311,45,23,3
Geraldo Lunsford,11069195506016828,52,18,1
Geraldo Pacheco,25183194304106351,39,13,6
Geralyn Lecy,88532196110214461,4,43,3
Geralyn Muterspaw,55594201705029149,49,34,4
Gerard Edwards,33126195806065676,50,32,2
Gerard Hardy,40846199709214463,14,54,4
Gerard Joiner,81668197607252675,36,49,5
Gerard Stevens,20607199605151699,29,46,6
Gerardo Bryan,58812201404189719,45,4,2
Gerardo Goodspeed,25971197807299691,32,21,3
Gerardo Mckenzie,12919199308149658,2,34,6
Gerardo Rivera,61004196003181914,24,38,6
Gerda Schwass,42701202002245487,42,41,2
Geri Beane,28183196906199543,40,55,5
Geri Tobin,98003200012246361,52,9,6
Gerri Barnett,20116196710047311,11,10,1
Gerry Cartright,78254195806258387,16,64,4
Gerry Taylor,77307196306083451,59,63,4
Gerry Turner,12753201909121978,21,10,6
Gertrude Ames,35763198905189424,27,41,3
Gertrude Gaylor,88666199310202875,53,31,1
Gertrude Hutchinson,92636195205099091,55,15,3
Gertrude James,92918196604219382,49,29,5
Gertrude Kinroth,23239200708268967,37,14,4
Gertrude Kuester,66415200507282644,39,55,6
Gertrude Laureano,14714193807169525,2,31,6
Gertrude Norris,43006196404064032,3,51,5
Gertrude Przygocki,86280199704053574,2,52,6
Gertrude Saldivar,45450196010205732,46,27,1
Gertrude Scott,55017193008085195,4,30,4
Gertrude Stewart,89627195209011284,49,31,4
Gertrude Yamazaki,13260196906036302,33,51,4
Gia Bramlett,81251199705121533,41,45,6
Gia Crawford,68959195510185365,4,30,3
Gigi Berg,55425201001161652,36,33,2
Gigi Perry,15018196206093742,11,39,2
Gilbert Carr,47463197409053963,19,34,5
Gilbert Cook,93414198203172331,46,10,1
Gilbert Gallo,70440194106188567,51,24,3
Gilbert Hines,50094198809268951,62,23,4
Gilbert Jones,14809201301098364,48,12,6
Gilbert Myers,37926200501317892,39,37,1
Gilbert Rolfe,43692197202258484,50,15,5
Gilbert Teeter,52097197609092843,35,47,4
Gilberto Burke,54334200512311127,23,33,1
Gilberto Morales,78014201811273573,15,41,3
Gilda Poynter,78963193411234610,29,38,1
Gina Allen,13448200210157450,20,10,1
Gina Berg,56680195608262876,39,56,2
Gina Fields,55457193408226257,11,4,1
Gina Gay,63862199611144629,48,5,5
Gina Huggins,24616194201309875,21,21,4
Gina Maclean,55979199507024515,3,59,4
Gina Maditz,14970199203208619,44,12,3
Gina Reyes,30128194302061721,53,29,2
Gina Smith,65259193401207739,18,57,3
Ginger Daniel,55547194703259139,13,37,1
Ginger Herrera,58682199809253506,29,28,6
Ginger Ryan,60093195610153712,41,15,6
Gino Burns,37309199005179088,22,48,2
Giovanna Sullivan,16867198304179812,4,31,2
Giovanni Ward,96546199710136262,5,47,5
Gisela Dow,36468195210093031,27,15,3
Giselle Nutt,19574198306284326,17,6,4
Gladys Brown,63285193004266894,15,2,4
Gladys Fernandez,16450199908158161,55,17,2
Gladys Gary,34016194807088629,33,43,2
Gladys Hernandez,70131196407017553,43,57,3
Gladys Hopkins,11018201403262614,61,58,4
Gladys Johnson,16714196403228455,23,53,4
Gladys Kim,49013194406267703,36,10,5
Gladys Lee,60791198604143022,28,34,1
Gladys Lohr,44224197309026916,30,22,5
Gladys Mercado,22376196703208003,4,34,6
Gladys Morgan,91800200905224891,8,25,2
Gladys Murray,50719194203099449,41,54,3
Gladys Nichols,63934194305313181,57,48,2
Gladys Phinney,49126200006252849,45,19,3
Gladys Rosenthal,15570200906064417,5,27,4
Gladys Sahara,31003194309098465,30,13,4
Gladys Swinney,57687195512217359,62,22,3
Gladys Vancleave,77023197906304965,51,5,4
Gladys Williams,94649201104289943,49,33,6
Glen Bladen,86816193005033790,56,38,1
Glen Dunneback,89022196503115109,33,8,6
Glen Durkin,71013201001183532,11,38,2
Glen Foust,39779196610289894,3,13,4
Glen Huggins,95554196610165273,24,16,1
Glen Sanchez,71060199103184222,30,2,4
Glen Smith,22945196710211919,60,27,3
Glen Taylor,78600193305014452,37,26,4
Glenda Boisvert,20162195902289657,14,29,5
Glenda Compton,92487197910193208,11,15,2
Glenda Frank,33857193501156963,3,7,5
Glenda Mackey,96706194005272011,2,12,2
Glenda Mcconnell,54400198109167299,53,43,6
Glenda Wathen,16012195807081157,17,56,5
Glenn Bulter,37331197406011811,44,58,4
Glenn Coston,98787200301162261,41,34,3
Glenn Desir,23973198705072733,35,14,4
Glenn Filthaut,81789195610147417,58,29,1
Glenn Hall,87651197411113786,29,29,3
Glenn Hopkins,43948195806276029,8,11,6
Glenn Juncaj,13090193001049305,33,57,5
Glenn Kimbrough,55932197808086312,52,38,3
Glenn Logan,21579199212026143,35,41,1
Glenn Mcginley,44110201810136205,42,43,6
Glenn Miller,83516193802238958,45,48,4
Glenn Parduhn,86109195809258522,34,37,2
Glenna Dawson,47706200906016561,13,6,1
Glenna Rice,87431194607171024,10,33,4
Glinda Woodruff,23233201508161827,31,57,2
Gloria Anderson,74404201502257584,2,42,6
Gloria Barreto,11422199707293719,34,9,5
Gloria Becker,78669196112218165,3,48,2
Gloria Benson,41616197206225440,17,30,5
Gloria Brown,57102197110045133,13,20,2
Gloria Busse,51127196901056187,45,39,2
Gloria Crossland,41066200406197177,17,28,6
Gloria Czarnota,94968195308216766,41,27,6
Gloria Dearmitt,65745197210065500,55,19,3
Gloria Denney,11187194511025030,33,40,4
Gloria Diggs,98969199601014316,9,14,4
Gloria Dimarco,98780200412112931,16,2,1
Gloria Goins,10167201204046732,40,20,4
Gloria Gorecki,31797193309151104,15,10,5
Gloria Greenleaf,72972196907281108,28,41,4
Gloria Harris,78365198706209888,52,5,2
Gloria Hollins,76229194107287825,2,8,6
Gloria Jobe,64365201406185395,2,9,3
Gloria Jones,76959197703218627,21,55,6
Gloria Newman,25457196609278497,6,54,3
Gloria Ramirez,29089195003204419,49,9,2
Gloria Vastardis,46956195104032316,39,13,4
Gloria Vergara,27676196705319946,44,35,5
Gloria Williams,66873200006305180,25,46,2
Gloria Williams,91067198006054052,37,59,2
Gloria Zambrano,14776199808042095,25,47,5
Glynis Doane,65886200610274923,60,16,2
Glynis Jacobi,76733196312313887,32,26,2
Golda Brown,17407199412239561,42,57,3
Golda Holland,83714197101141614,6,58,5
Goldie Ferguson,56670198106189361,4,6,5
Gonzalo Colin,70888193804188122,39,24,4
Gonzalo Gillilan,55994194206091181,17,24,4
Gonzalo Lau,86035196610316462,5,55,3
Gordon Clark,88910197006195132,9,16,3
Gordon Cullen,57333199302133696,24,7,2
